firm_id,name,website_root,missing_fields,payout_frequency,max_drawdown_rule,daily_drawdown_rule,jurisdiction_tier
traderfundedcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
galaxycom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
jumpcryptocom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
ambergroupio,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
xtxmarketscom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
mlpcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
exoduspointcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
radixtradingcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
wintermutecom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
cumberlandio,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
virtucom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
bearbulltraderscom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
tradingcombinecom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
3redpartnerscom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
smbtrainingcom,FundedPrime,https://fundedprime.com,"max_drawdown_rule,daily_drawdown_rule",daily,,,Tier 2
